Land;Postleitzahl;Zusatzzahl;Ort;Amtliche Gemeindeverzeichnis ID
CH;6067;0;Melchtal;0
CH;6068;0;Melchsee-Frutt;0
CH;6072;0;Sachseln;0
CH;6073;0;FlÅeli-Ranft;0
CH;6074;0;Giswil;0
CH;6078;0;Lungern;0
CH;6078;2;BÅrglen OW;0
CH;6083;0;Hasliberg Hohfluh;0
CH;6084;0;Hasliberg Wasserw;0
CH;6085;0;Hasliberg Goldern;0
CH;6086;0;Hasliberg Reuti;0
CH;6102;0;Malters;0
CH;6102;60;Malters Zust;0
CH;6103;0;Schwarzenberg LU;0
CH;6105;0;Schachen LU;0
CH;6106;0;Werthenstein;0
CH;6110;0;Wolhusen;0
CH;6110;2;Fontannen;0
CH;6110;60;Wolhusen Zust;0
CH;6112;0;Doppleschwand;0
CH;6113;0;Romoos;0
CH;6114;0;Steinhuserberg;0
CH;6122;0;Menznau;0
CH;6123;0;Geiss;0
CH;6125;0;Menzberg;0
CH;6126;0;Daiwil;0
CH;6130;0;Willisau;0
CH;6130;60;Willisau Zust;0
CH;6132;0;Rohrmatt;0
CH;6133;0;Hergiswil LU;0
CH;6142;0;Gettnau;0
CH;6143;0;Ohmstal;0
CH;6144;0;Zell LU;0
CH;6145;0;Fischbach LU;0
CH;6146;0;Grossdietwil;0
CH;6147;0;AltbÅron;0
CH;6152;0;HÅswil;0
CH;6153;0;Ufhusen;0
CH;6154;0;Hofstatt;0
CH;6156;0;Luthern;0
CH;6156;2;Luthern Bad;0
CH;6160;0;Entlebuch;0
CH;6161;0;Entlebuch;0
CH;6162;0;Entlebuch;0
CH;6162;2;Rengg;0
CH;6162;3;Finsterwald LU;0
CH;6162;60;Entlebuch Zust;0
CH;6163;0;Ebnet;0
CH;6166;0;Hasle LU;0
CH;6167;0;Bramboden;0
CH;6170;0;SchÅpfheim;0
CH;6170;60;SchÅpfheim Zust;0
CH;6173;0;FlÅhli LU;0
CH;6174;0;Sîrenberg;0
CH;6182;0;Escholzmatt;0
CH;6182;60;Escholzmatt Zust;0
CH;6192;0;Wiggen;0
CH;6196;0;Marbach LU;0
CH;6197;0;Schangnau;0
CH;6203;0;Sempach Station;0
CH;6204;0;Sempach;0
CH;6204;2;Sempach Stadt;0
CH;6205;0;Eich;0
CH;6206;0;Neuenkirch;0
CH;6207;0;Nottwil;0
CH;6207;2;Nottwil SPZ;0
CH;6208;0;Oberkirch LU;0
CH;6210;0;Sursee;0
CH;6210;47;Sursee Bahnhof SBB;0
CH;6210;60;Sursee Zust;0
CH;6211;1;Buchs LU;0
CH;6212;0;St. Erhard;0
CH;6212;2;Kaltbach;0
CH;6213;0;Knutwil;0
CH;6214;0;Schenkon;0
CH;6215;0;BeromÅnster;0
CH;6215;2;Schwarzenbach LU;0
CH;6216;0;Mauensee;0
CH;6217;0;Kottwil;0
CH;6218;0;Ettiswil;0
CH;6221;0;Rickenbach LU;0
CH;6222;0;Gunzwil;0
CH;6231;0;Schlierbach;0
CH;6232;0;Geuensee;0
CH;6233;0;BÅron;0
CH;6234;0;Triengen;0
CH;6234;1;Kulmerau;0
CH;6235;0;Winikon;0
CH;6236;0;Wilihof;0
CH;6242;0;Wauwil;0
CH;6243;0;Egolzwil;0
CH;6244;0;Nebikon;0
CH;6245;0;Ebersecken;0
CH;6246;0;Altishofen;0
CH;6247;0;Schîtz;0
CH;6248;0;Alberswil;0
CH;6252;0;Dagmersellen;0
CH;6253;0;Uffikon;0
CH;6260;0;Reiden;0
CH;6260;2;Reidermoos;0
CH;6260;3;Hintermoos;0
CH;6260;4;Mehlsecken;0
CH;6260;60;Reiden Zustellung;0
CH;6262;0;Langnau b. Reiden;0
CH;6263;0;Richenthal;0
CH;6264;0;Pfaffnau;0
CH;6265;0;Roggliswil;0
CH;6274;0;Eschenbach LU;0
CH;6275;0;Ballwil;0
CH;6276;0;Hohenrain;0
CH;6277;0;Kleinwangen;0
CH;6277;2;Lieli;0
CH;6280;0;Hochdorf;0
CH;6280;2;Urswil;0
CH;6280;60;Hochdorf Zust;0
CH;6281;0;Hochdorf;0
CH;6283;0;Baldegg;0
CH;6284;0;Gelfingen;0
CH;6284;2;Sulz LU;0
CH;6285;0;Hitzkirch;0
CH;6285;2;Retschwil;0
CH;6286;0;Altwis;0
CH;6287;0;Aesch LU;0
CH;6288;0;Schongau;0
CH;6289;0;MÅswangen;0
CH;6289;2;HÑmikon;0
CH;6294;0;Ermensee;0
CH;6295;0;Mosen;0
CH;6300;0;Zug;0
CH;6300;1;Zug 1;0
CH;6300;5;Zugerberg;0
CH;6301;0;Zug;0
CH;6302;0;Zug;0
CH;6303;0;Zug;0
CH;6304;0;Zug;0
CH;6304;47;Zug Bahnhof SBB;0
CH;6310;0;Zug;0
CH;6312;0;Steinhausen;0
CH;6312;60;Steinhausen Zust;0
CH;6313;0;Menzingen;0
CH;6313;2;Edlibach;0
CH;6313;3;Finstersee;0
CH;6314;0;UnterÑgeri;0
CH;6314;1;NeuÑgeri;0
CH;6314;60;UnterÑgeri Zust;0
CH;6315;0;OberÑgeri;0
CH;6315;2;Alosen;0
CH;6315;3;Morgarten;0
CH;6317;0;Oberwil b. Zug;0
CH;6318;0;Walchwil;0
CH;6319;0;Allenwinden;0
CH;6330;0;Cham;0
CH;6330;1;Cham 1;0
CH;6330;2;Cham 2;0
CH;6330;60;Cham Zustellung;0
CH;6331;0;HÅnenberg;0
CH;6331;60;HÅnenberg Zust;0
CH;6332;0;Hagendorn;0
CH;6333;0;HÅnenberg See;0
CH;6340;0;Baar;0
CH;6340;1;Baar 1;0
CH;6340;4;Sihlbrugg;0
CH;6340;60;Baar 1 Zustellung;0
CH;6341;0;Baar;0
CH;6342;0;Baar;0
CH;6343;0;Rotkreuz;0
CH;6343;2;Buonas;0
CH;6343;3;Risch;0
CH;6343;4;HolzhÑusern ZG;0
CH;6343;47;Rotkreuz SBB;0
CH;6343;60;Rotkreuz Zust;0
CH;6344;0;Meierskappel;0
CH;6345;0;Neuheim;0
CH;6346;60;Baar 3;0
CH;6346;70;Baar 3 Dist Ba;0
CH;6349;0;Baar;0
CH;6353;0;Weggis;0
CH;6354;0;Vitznau;0
CH;6356;0;Rigi Kaltbad;0
CH;6362;0;Stansstad;0
CH;6363;0;ObbÅrgen;0
CH;6363;1;FÅrigen;0
CH;6363;2;BÅrgenstock;0
CH;6365;0;Kehrsiten;0
CH;6370;0;Stans;0
CH;6370;41;Oberdorf NW;0
CH;6370;60;Stans Zust;0
CH;6370;75;Stans Kaserne;0
CH;6371;0;Stans;0
CH;6372;0;Ennetmoos;0
CH;6373;0;EnnetbÅrgen;0
CH;6374;0;Buochs;0
CH;6374;60;Buochs Zustellung;0
CH;6375;0;Beckenried;0
CH;6376;0;Emmetten;0
CH;6377;0;Seelisberg;0
CH;6382;0;BÅren NW;0
CH;6383;0;Dallenwil;0
CH;6383;2;Niederrickenbach;0
CH;6383;3;Wiesenberg;0
CH;6383;4;Wirzweli;0
CH;6386;0;Wolfenschiessen;0
CH;6387;0;Oberrickenbach;0
CH;6388;0;Grafenort;0
CH;6390;0;Engelberg;0
CH;6390;60;Engelberg Zust;0
CH;6391;0;Engelberg;0
CH;6402;0;Merlischachen;0
CH;6403;0;KÅssnacht am Rigi;0
CH;6403;60;KÅssnacht SZ Zust;0
CH;6404;0;Greppen;0
CH;6405;0;Immensee;0
CH;6410;0;Goldau;0
CH;6410;2;Rigi Klîsterli;0
CH;6410;3;Rigi Staffel;0
CH;6410;4;Rigi Kulm;0
CH;6410;5;Rigi Scheidegg;0
CH;6410;60;Goldau Zust;0
CH;6414;0;Oberarth;0
CH;6415;0;Arth;0
CH;6416;0;Steinerberg;0
CH;6417;0;Sattel;0
CH;6418;0;Rothenthurm;0
CH;6422;0;Steinen;0
CH;6422;60;Steinen Zustellung;0
CH;6423;0;Seewen SZ;0
CH;6424;0;Lauerz;0
CH;6430;0;Schwyz;0
CH;6430;60;Schwyz Zust;0
CH;6430;81;Schwyz SKB;0
CH;6431;0;Schwyz;0
CH;6432;0;Rickenbach SZ;0
CH;6433;0;Stoos SZ;0
CH;6434;0;Illgau;0
CH;6436;0;Muotathal;0
CH;6436;2;Bisisthal;0
CH;6436;3;Ried (Muotathal);0
CH;6438;0;Ibach;0
CH;6440;0;Brunnen;0
CH;6440;47;Brunnen SBB;0
CH;6440;60;Brunnen Zust;0
CH;6441;2;RÅtli;0
CH;6442;0;Gersau;0
CH;6443;0;Morschach;0
CH;6452;0;Sisikon;0
CH;6452;2;Riemenstalden;0
CH;6454;0;FlÅelen;0
CH;6460;0;Altdorf UR;0
CH;6460;1;Altdorf UR 1;0
CH;6460;2;Altdorf UR 2 Ryn.;0
CH;6460;3;Altdorf UR 2;0
CH;6460;60;Altdorf UR 2 Zust;0
CH;6461;0;Isenthal;0
CH;6462;0;Seedorf UR;0
CH;6463;0;BÅrglen UR;0
CH;6464;0;Spiringen;0
CH;6465;0;UnterschÑchen;0
CH;6466;0;Bauen;0
CH;6467;0;Schattdorf;0
CH;6468;0;Attinghausen;0
CH;6469;0;Haldi b.Schattdorf;0
CH;6472;0;Erstfeld;0
CH;6473;0;Silenen;0
CH;6474;0;Amsteg;0
CH;6475;0;Bristen;0
CH;6476;0;Intschi;0
CH;6482;0;Gurtnellen;0
CH;6484;0;Wassen UR;0
CH;6485;0;Meien;0
CH;6487;0;Gîschenen;0
CH;6490;0;Andermatt;0
CH;6491;0;Realp;0
CH;6493;0;Hospental;0
CH;6500;0;Bellinzona;0
CH;6500;1;Bellinzona 1;0
CH;6500;2;Bellinzona 2;0
CH;6500;5;Bellinzona 5;0
CH;6500;47;Bellinzona FFS;0
CH;6500;55;Bellinzona VZ;0
CH;6500;60;Bellinzona Dist;0
CH;6500;65;Bellinzona CS;0
CH;6500;75;Bellinzona Caserma;0
CH;6501;0;Bellinzona;0
CH;6503;0;Bellinzona;0
CH;6506;0;Bellinzona 6 Autop;0
CH;6511;0;Cadenazzo SC;0
CH;6512;0;Giubiasco;0
CH;6513;0;Monte Carasso;0
CH;6514;0;Sementina;0
CH;6515;0;Gudo;0
CH;6516;0;Cugnasco;0
CH;6517;0;Arbedo;0
CH;6518;0;Gorduno;0
CH;6523;0;Preonzo;0
CH;6524;0;Moleno;0
CH;6525;0;Gnosca;0
CH;6526;0;Prosito;0
CH;6527;0;Lodrino;0
CH;6528;0;Camorino;0
CH;6532;0;Castione;0
CH;6533;0;Lumino;0
CH;6534;0;S. Vittore;0
CH;6535;0;Roveredo GR;0
CH;6537;0;Grono;0
CH;6538;0;Verdabbio;0
CH;6540;0;Castaneda;0
CH;6541;0;Sta. Maria;0
CH;6542;0;Buseno;0
CH;6543;0;Arvigo;0
CH;6544;0;Braggio;0
CH;6545;0;Selma;0
CH;6546;0;Cauco;0
CH;6547;0;Augio;0
CH;6548;0;Rossa;0
CH;6549;0;Laura;0
CH;6556;0;Leggia;0
CH;6557;0;Cama;0
CH;6558;0;Lostallo;0
CH;6558;1;Cabbiolo;0
CH;6562;0;Soazza;0
CH;6563;0;Mesocco;0
CH;6565;0;S. Bernardino;0
CH;6571;0;Indemini;0
CH;6572;0;Quartino;0
CH;6573;0;Magadino;0
CH;6574;0;Vira (Gambarogno);0
CH;6575;0;S. Nazzaro;0
CH;6575;1;Vairano;0
CH;6576;0;Gerra (Gambarogno);0
CH;6577;0;Ranzo;0
CH;6578;0;Caviano;0
CH;6579;0;Piazzogna;0
CH;6582;0;Pianezzo;0
CH;6583;0;S. Antonio;0
CH;6584;0;Carena;0
CH;6590;50;Cadenazzo (CLL);0
CH;6592;0;S. Antonino;0
CH;6593;0;Cadenazzo;0
CH;6593;1;Cadenazzo Dist;0
CH;6593;70;Cadenazzo Dist Ba;0
CH;6594;0;Contone;0
CH;6595;0;Riazzino;0
CH;6595;1;Riazzino Dist;0
CH;6596;0;Gordola;0
CH;6597;0;Agarone;0
CH;6598;0;Tenero;0
CH;6599;0;Robasacco;0
CH;6600;0;Locarno;0
CH;6600;1;Locarno 1;0
CH;6600;2;Muralto;0
CH;6600;4;Solduno;0
CH;6600;5;Locarno 4 Solduno;0
CH;6600;47;Locarno FFS;0
CH;6600;60;Locarno Dist;0
CH;6600;74;Locarno 3 Autopost;0
CH;6601;0;Locarno;0
CH;6602;0;Muralto;0
CH;6604;0;Locarno;0
CH;6605;0;Locarno;0
CH;6605;1;Monte Brä Locarno;0
CH;6611;13;Mosogno;0
CH;6611;16;Gresso;0
CH;6611;17;Crana;0
CH;6612;0;Ascona;0
CH;6613;0;Porto Ronco;0
CH;6614;0;Brissago;0
CH;6614;2;Isole di Brissago;0
CH;6616;0;Losone;0
CH;6616;60;Losone Dist;0
CH;6616;75;Losone Caserma;0
CH;6618;0;Arcegno;0
CH;6622;0;Ronco sopra Ascona;0
CH;6631;0;Corippo;0
CH;6632;0;Vogorno;0
CH;6633;0;Lavertezzo;0
CH;6634;0;Brione (Verzasca);0
CH;6635;0;Gerra (Verzasca);0
CH;6636;0;Frasco;0
CH;6637;0;Sonogno;0
CH;6644;0;Orselina;0
CH;6645;0;Brione s. Minusio;0
CH;6646;0;Contra;0
CH;6647;0;Mergoscia;0
CH;6648;0;Minusio;0
CH;6652;0;Tegna;0
CH;6653;0;Verscio;0
CH;6654;0;Cavigliano;0
CH;6655;0;Intragna;0
CH;6655;2;Verdasio;0
CH;6655;3;Rasa;0
CH;6656;0;Golino;0
CH;6657;0;Palagnedra;0
CH;6658;0;Borgnone;0
CH;6659;0;Camedo;0
CH;6659;9;Moneto;0
CH;6661;0;Loco;0
CH;6661;2;Auressio;0
CH;6661;3;Berzona;0
CH;6662;0;Russo;0
CH;6663;0;Comologno;0
CH;6663;2;Spruga;0
CH;6664;0;Vergeletto;0
CH;6670;0;Avegno;0
CH;6672;0;Gordevio;0
CH;6673;0;Maggia;0
CH;6674;0;Someo;0
CH;6674;2;Riveo;0
CH;6675;0;Cevio;0
CH;6676;0;Bignasco;0
CH;6677;1;Aurigeno;0
CH;6677;2;Moghegno;0
CH;6678;0;Giumaglio;0
CH;6678;2;Lodano;0
CH;6678;3;Coglio;0
CH;6682;0;Linescio;0
CH;6683;0;Cerentino;0
CH;6683;2;Niva (Vallemaggia);0
CH;6684;0;Campo (VM);0
CH;6684;1;Cimalmotto;0
CH;6685;0;Bosco/Gurin;0
CH;6690;0;Cavergno;0
CH;6690;1;S. Carlo;0
CH;6692;0;Menzonio;0
CH;6692;1;Brontallo;0
CH;6693;0;Broglio;0
CH;6694;0;Prato-Sornico;0
CH;6695;0;Peccia;0
CH;6695;1;Piano di Peccia;0
CH;6696;0;Fusio;0
CH;6702;0;Claro;0
CH;6703;0;Osogna;0
CH;6705;0;Cresciano;0
CH;6707;0;Iragna;0
CH;6710;0;Biasca;0
CH;6710;1;Biasca Stazione;0
CH;6710;60;Biasca Borgo;0
CH;6713;0;Malvaglia;0
CH;6714;0;Semione;0
CH;6715;0;Dongio;0
CH;6716;0;Acquarossa;0
CH;6716;2;Leontica;0
CH;6716;3;Lottigna;0
CH;6717;0;Dangio-Torre;0
CH;6717;1;Torre;0
CH;6718;0;Olivone;0
CH;6718;1;Camperio;0
CH;6719;0;Aquila;0
CH;6720;0;Campo (Blenio);0
CH;6720;2;Ghirone;0
CH;6721;0;Ludiano;0
CH;6721;2;Motto (Blenio);0
CH;6722;0;Corzoneso;0
CH;6723;0;Prugiasco;0
CH;6723;2;Castro;0
CH;6723;3;Marolta;0
CH;6724;0;Ponto Valentino;0
CH;6724;2;Largario;0
CH;6742;0;Pollegio;0
CH;6743;0;Bodio TI;0
CH;6744;0;Personico;0
CH;6745;0;Giornico;0
CH;6746;0;Lavorgo;0
CH;6746;1;Calonico;0
CH;6746;2;Nivo;0
CH;6747;0;Chironico;0
CH;6748;0;Anzonico;0
CH;6749;0;Sobrio;0
CH;6749;1;Cavagnago;0
CH;6760;0;Faido;0
CH;6760;1;Molare;0
CH;6760;2;Calpiogna;0
CH;6760;3;Campello;0
CH;6760;4;Carç;0
CH;6760;5;Rossura;0
CH;6763;0;Osco;0
CH;6763;1;Mairengo;0
CH;6764;0;Chiggiogna;0
CH;6772;0;Rodi-Fiesso;0
CH;6773;0;Prato (Leventina);0
CH;6774;0;Dalpe;0
CH;6775;0;Ambrç;0
CH;6776;0;Piotta;0
CH;6777;0;Quinto;0
CH;6777;1;Varenzo;0
CH;6780;0;Airolo;0
CH;6780;2;Madrano;0
CH;6780;75;Airolo Caserma;0
CH;6781;1;Villa Bedretto;0
CH;6781;4;Bedretto;0
CH;6802;0;Rivera;0
CH;6802;75;Rivera Caserma;0
CH;6803;0;Camignolo;0
CH;6804;0;Bironico;0
CH;6805;0;Mezzovico;0
CH;6806;0;Sigirino;0
CH;6807;0;Taverne;0
CH;6808;0;Torricella;0
CH;6809;0;Medeglia;0
CH;6810;0;Isone;0
CH;6810;75;Isone Caserma;0
CH;6814;0;Lamone-Cadempino;0
CH;6814;2;Lamone;0
CH;6814;3;Cadempino;0
CH;6815;0;Melide;0
CH;6816;0;Bissone;0
CH;6817;0;Maroggia;0
CH;6818;0;Melano;0
CH;6821;0;Rovio;0
CH;6822;0;Arogno;0
CH;6823;0;Pugerna;0
CH;6825;0;Capolago;0
CH;6826;0;Riva San Vitale;0
CH;6827;0;Brusino Arsizio;0
CH;6828;0;Balerna;0
CH;6830;0;Chiasso;0
CH;6830;1;Chiasso 1;0
CH;6830;3;Chiasso 3;0
CH;6830;20;Chiasso 1 ZF;0
CH;6830;47;Chiasso FFS;0
CH;6830;60;Chiasso Dist;0
CH;6832;0;Pedrinate;0
CH;6832;1;Seseglio;0
CH;6833;0;Vacallo;0
CH;6834;0;Morbio Inferiore;0
CH;6835;0;Morbio Superiore;0
CH;6836;0;Serfontana;0
CH;6837;0;Caneggio;0
CH;6837;2;Bruzella;0
CH;6838;0;Muggio;0
CH;6838;2;Cabbio;0
CH;6838;3;Scudellate;0
CH;6839;0;Sagno;0
CH;6850;0;Mendrisio;0
CH;6850;1;Mendrisio Stazione;0
CH;6850;2;Mendrisio Borgo;0
CH;6850;60;Mendrisio Dist;0
CH;6852;0;Genestrerio;0
CH;6852;70;Genestrerio Dist F;0
CH;6853;0;Ligornetto;0
CH;6854;0;S. Pietro;0
CH;6855;0;Stabio;0
CH;6862;0;Rancate;0
CH;6863;0;Besazio;0
CH;6864;0;Arzo;0
CH;6865;0;Tremona;0
CH;6866;0;Meride;0
CH;6867;0;Serpiano;0
CH;6872;0;Salorino;0
CH;6872;1;Somazzo;0
CH;6873;0;Corteglia;0
CH;6874;0;Castel San Pietro;0
CH;6875;0;Monte;0
CH;6875;2;Casima;0
CH;6877;0;Coldrerio;0
CH;6883;0;Novazzano;0
CH;6900;0;Lugano;0
CH;6900;1;Lugano 1;0
CH;6900;2;Lugano 2;0
CH;6900;3;Lugano 3;0
CH;6900;4;Lugano 4;0
CH;6900;5;Massagno;0
CH;6900;6;Lugano 6;0
CH;6900;7;Lugano 7;0
CH;6900;8;Lugano 8;0
CH;6900;9;Paradiso;0
CH;6900;41;Lugano FSS;0
CH;6900;60;Lugano Dist;0
CH;6900;89;Lugano MailSource;0
CH;6901;0;Lugano;0
CH;6902;0;Lugano 2 Caselle;0
CH;6903;0;Lugano;0
CH;6904;0;Lugano 4 Caselle;0
CH;6905;74;Lugano 5 Autoposta;0
CH;6906;0;Lugano 6 Caselle;0
CH;6907;0;Lugano 7 Caselle;0
CH;6908;0;Massagno Caselle;0
CH;6910;0;Lugano;0
CH;6911;0;Campione;0
CH;6912;0;Pazzallo;0
CH;6913;0;Carabbia;0
CH;6914;0;Carona;0
CH;6915;0;Pambio-Noranco;0
CH;6916;0;Grancia;0
CH;6917;0;Barbengo;0
CH;6918;0;Figino;0
CH;6919;0;Carabietta;0
CH;6921;0;Vico Morcote;0
CH;6922;0;Morcote;0
CH;6924;0;Sorengo;0
CH;6925;0;Gentilino;0
CH;6926;0;Montagnola;0
CH;6927;0;Agra;0
CH;6928;0;Manno;0
CH;6928;70;Manno Dist Fil;0
CH;6929;0;Gravesano;0
CH;6930;0;Bedano;0
CH;6932;0;Breganzona;0
CH;6933;0;Muzzano;0
CH;6934;0;Bioggio;0
CH;6935;0;Bosco Luganese;0
CH;6936;0;Cademario;0
CH;6937;0;Breno;0
CH;6938;0;Vezio;0
CH;6938;1;Fescoggia;0
CH;6939;0;Arosio-Mugena;0
CH;6939;1;Mugena;0
CH;6939;2;Arosio;0
CH;6942;0;Savosa;0
CH;6943;0;Vezia;0
CH;6944;0;Cureglia;0
CH;6945;0;Origlio;0
CH;6946;0;Ponte Capriasca;0
CH;6947;0;Vaglio;0
CH;6948;0;Porza;0
CH;6949;0;Comano;0
CH;6950;0;Tesserete;0
CH;6951;8;Insone;0
CH;6951;12;Odogno;0
CH;6951;17;Scareglia;0
CH;6951;18;Colla;0
CH;6951;19;Bogno;0
CH;6951;20;Cozzo;0
CH;6951;23;Signìra;0
CH;6952;0;Canobbio;0
CH;6953;0;Lugaggia;0
CH;6954;0;Sala Capriasca;0
CH;6954;1;Bigorio;0
CH;6955;0;Cagiallo;0
CH;6955;1;Oggio;0
CH;6956;0;Lopagno;0
CH;6957;0;Roveredo TI;0
CH;6958;0;Bidogno;0
CH;6958;2;Corticiasca;0
CH;6959;0;Maglio di Colla;0
CH;6959;2;Certara;0
CH;6959;3;Curtina;0
CH;6959;4;Cimadera;0
CH;6959;5;Piandera Paese;0
CH;6962;0;Viganello;0
CH;6962;60;Viganello Dist;0
CH;6963;0;Pregassona;0
CH;6963;2;Cureggia;0
CH;6963;60;Pregassona Dist;0
CH;6964;0;Davesco-Soragno;0
CH;6965;0;Cadro;0
CH;6966;0;Villa Luganese;0
CH;6967;0;Dino;0
CH;6968;0;Sonvico;0
CH;6974;0;Aldesago;0
CH;6976;0;Castagnola;0
CH;6977;0;Ruvigliana;0
CH;6978;0;Gandria;0
CH;6979;0;Brä sopra Lugano;0
CH;6980;0;Castelrotto;0
CH;6981;11;Bedigliora;0
CH;6981;12;Biogno-Beride;0
CH;6981;15;Bombinasco;0
CH;6981;16;Banco;0
CH;6982;0;Agno;0
CH;6983;0;Magliaso;0
CH;6984;0;Pura;0
CH;6986;0;Novaggio;0
CH;6986;2;Miglieglia;0
CH;6986;3;Curio;0
CH;6987;0;Caslano;0
CH;6987;1;Caslano Dist;0
CH;6988;0;Ponte Tresa;0
CH;6989;0;Purasca;0
CH;6990;0;Cassina d'Agno;0
CH;6991;0;Neggio;0
CH;6992;0;Vernate;0
CH;6992;1;Cimo;0
CH;6993;0;Iseo;0
CH;6994;0;Aranno;0
CH;6995;0;Molinazzo;0
CH;6995;2;Madonna del Piano;0
CH;6996;0;Ponte Cremenaga;0
CH;6997;0;Sessa;0
CH;6998;0;Termine;0
CH;6999;0;Astano;0
CH;7000;0;Chur;0
CH;7000;1;Chur 1 Annahme;0
CH;7000;45;Chur B&V GK 2;0
CH;7000;46;Chur B&V GK;0
CH;7000;50;Chur LRV;0
CH;7000;60;Chur 1 Zustellung;0
CH;7000;75;Chur Kaserne;0
CH;7001;0;Chur;0
CH;7002;0;Chur;0
CH;7003;0;Chur Postauto;0
CH;7004;0;Chur;0
CH;7006;0;Chur;0
CH;7007;0;Chur;0
CH;7012;0;Felsberg;0
CH;7013;0;Domat/Ems;0
CH;7013;60;Domat/Ems Zust;0
CH;7014;0;Trin;0
CH;7015;0;Tamins;0
CH;7016;0;Trin Mulin;0
CH;7017;0;Flims Dorf;0
CH;7017;60;Flims Dorf Zust;0
CH;7018;0;Flims Waldhaus;0
CH;7019;0;Fidaz;0
CH;7023;0;Haldenstein;0
CH;7026;0;Maladers;0
CH;7027;0;Castiel;0
CH;7027;1;LÅen;0
CH;7027;3;Calfreisen;0
CH;7028;0;St. Peter;0
CH;7028;1;Pagig;0
CH;7029;0;Peist;0
CH;7031;0;Laax GR;0
CH;7031;1;Laax GR 1;0
CH;7032;0;Laax GR 2;0
CH;7050;0;Arosa;0
CH;7050;60;Arosa Zust;0
CH;7056;0;Molinis;0
CH;7057;0;Langwies;0
CH;7058;0;LitzirÅti;0
CH;7062;0;Passugg-Araschgen;0
CH;7063;0;Praden;0
CH;7064;0;Tschiertschen;0
CH;7074;0;Malix;0
CH;7075;0;Churwalden;0
CH;7076;0;Parpan;0
CH;7077;0;Valbella;0
CH;7078;0;Lenzerheide/Lai;0
CH;7078;60;Lenzerheide Zust;0
CH;7082;0;Vaz/Obervaz;0
CH;7083;0;Lantsch/Lenz;0
CH;7084;0;Brienz/Brinzauls;0
CH;7104;0;Versam;0
CH;7104;3;Arezen;0
CH;7106;0;Tenna;0
CH;7107;0;Safien Platz;0
CH;7109;0;Thalkirch;0
CH;7110;0;Peiden;0
CH;7111;0;Pitasch;0
CH;7112;0;Duvin;0
CH;7113;0;Camuns;0
CH;7114;0;Uors (Lumnezia);0
CH;7115;0;Surcasti;0
CH;7116;0;Tersnaus;0
CH;7116;2;St. Martin;0
CH;7122;0;Valendas;0
CH;7122;2;Carrera;0
CH;7126;0;Castrisch;0
CH;7127;0;Sevgein;0
CH;7128;0;Riein;0
CH;7130;0;Ilanz;0
CH;7130;2;Schnaus;0
CH;7130;60;Ilanz Zustellung;0
CH;7132;0;Vals;0
CH;7133;0;Obersaxen Affeier;0
CH;7134;0;Obersaxen Meierhof;0
CH;7135;0;Obersaxen Giraniga;0
CH;7136;0;Obers FriggahÅs;0
CH;7137;0;Flond;0
CH;7138;0;Surcuolm;0
CH;7141;0;Luven;0
CH;7142;0;Cumbel;0
CH;7143;0;Morissen;0
CH;7144;0;Vella;0
CH;7145;0;Degen;0
CH;7146;0;Vattiz;0
CH;7147;0;Vignogn;0
CH;7148;0;Lumbrein;0
CH;7148;2;Surin;0
CH;7149;0;Vrin;0
CH;7151;0;Schluein;0
CH;7152;0;Sagogn;0
CH;7153;0;Falera;0
CH;7154;0;Ruschein;0
CH;7155;0;Ladir;0
CH;7156;0;Rueun;0
CH;7156;1;Pigniu;0
CH;7157;0;Siat;0
CH;7158;0;Waltensburg/Vuorz;0
CH;7159;0;Andiast;0
CH;7162;0;Tavanasa;0
CH;7163;0;Danis;0
CH;7164;0;Dardin;0
CH;7165;0;Breil/Brigels;0
CH;7166;0;Trun;0
CH;7167;0;Zignau;0
CH;7168;0;Schlans;0
CH;7172;0;Rabius;0
CH;7173;0;Surrein;0
CH;7174;0;S. Benedetg;0
CH;7175;0;Sumvitg;0
CH;7176;0;Cumpadials;0
CH;7180;0;Disentis/MustÇr;0
CH;7182;0;Cavardiras;0
CH;7183;0;MompÇ Medel;0
CH;7184;0;Curaglia;0
CH;7185;0;Platta;0
CH;7186;0;Segnas;0
CH;7187;0;Camischolas;0
CH;7188;0;Sedrun;0
CH;7189;0;Rueras;0
CH;7201;0;Untervaz Bahnhof;0
CH;7202;0;Says;0
CH;7203;0;Trimmis;0
CH;7204;0;Untervaz;0
CH;7205;0;Zizers;0
CH;7206;0;Igis;0
CH;7208;0;Malans GR;0
CH;7212;0;Seewis Dorf;0
CH;7212;1;Seewis-Pardisla;0
CH;7212;2;Seewis-Schmitten;0
CH;7213;0;Valzeina;0
CH;7214;0;GrÅsch;0
CH;7215;0;Fanas;0
CH;7220;0;Schiers;0
CH;7222;0;Mittellunden;0
CH;7223;0;Buchen;0
CH;7224;0;Putz;0
CH;7226;0;Stels;0
CH;7226;2;Fajauna;0
CH;7228;0;Schuders;0
CH;7228;1;Pusserein;0
CH;7231;0;Pragg-Jenaz;0
CH;7232;0;Furna;0
CH;7233;0;Jenaz;0
CH;7235;0;Fideris;0
CH;7240;0;KÅblis;0
CH;7241;0;Conters;0
CH;7242;0;Luzein;0
CH;7243;0;Pany;0
CH;7244;0;GadenstÑtt;0
CH;7245;0;Ascharina;0
CH;7246;0;St. Antînien;0
